                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    117,                0.54661,                0.34197,                 0.9152,                0.98491,                0.96831,                0.98262,                0.90049,                 0.4608,                   0.23,                0.83625,               0.003819,               0.003819,               0.003819
                    118,                0.50899,                0.32084,                0.90346,                0.98012,                0.96587,                0.98046,                 0.9075,                 0.4444,                0.23125,                0.82768,              0.0037438,              0.0037438,              0.0037438
                    119,                0.50384,                0.32468,                0.90683,                0.98064,                0.96964,                0.98227,                 0.8933,                0.45808,                0.22771,                0.82682,               0.003669,               0.003669,               0.003669
                    120,                0.51914,                0.32217,                0.91118,                0.97436,                0.96978,                0.98086,                0.90133,                0.46673,                0.21962,                0.83565,              0.0035945,              0.0035945,              0.0035945
                    121,                0.51808,                0.32038,                0.90629,                0.98337,                0.97316,                0.98295,                 0.9055,                0.46955,                 0.2248,                0.82887,              0.0035204,              0.0035204,              0.0035204
                    122,                0.52284,                 0.3141,                0.90367,                0.98262,                0.95717,                0.98042,                0.89122,                0.46978,                0.22963,                0.83187,              0.0034466,              0.0034466,              0.0034466
                    123,                0.50826,                0.31126,                0.88987,                0.96888,                0.95693,                0.98147,                0.90629,                0.45929,                0.22447,                0.83003,              0.0033732,              0.0033732,              0.0033732
                    124,                 0.5088,                0.30793,                 0.8991,                0.97138,                0.97543,                0.98249,                0.91019,                0.46732,                0.22073,                 0.8387,              0.0033003,              0.0033003,              0.0033003
                    125,                0.50178,                0.30744,                0.90124,                0.97572,                0.97166,                0.98311,                0.88808,                0.47413,                0.22276,                0.83673,              0.0032278,              0.0032278,              0.0032278
                    126,                0.50504,                0.31552,                0.90138,                0.96953,                0.97094,                0.98112,                0.90447,                0.46995,                0.23305,                0.84342,              0.0031557,              0.0031557,              0.0031557
                    127,                0.50719,                0.30562,                0.90887,                0.98462,                0.96762,                0.98345,                0.90337,                0.48464,                0.24201,                0.84656,              0.0030841,              0.0030841,              0.0030841
                    128,                0.49398,                0.31241,                0.90705,                0.97801,                0.97191,                0.98363,                0.89747,                0.47934,                0.23652,                0.84917,               0.003013,               0.003013,               0.003013
                    129,                0.50029,                0.30564,                0.90178,                0.97752,                0.96648,                0.98258,                0.89341,                0.45465,                0.22798,                0.84221,              0.0029424,              0.0029424,              0.0029424
                    130,                0.49261,                0.30494,                0.90237,                0.97986,                0.96807,                0.98216,                0.88693,                0.46051,                0.22645,                0.84072,              0.0028723,              0.0028723,              0.0028723
                    131,                0.49765,                0.29623,                0.89851,                 0.9843,                0.96934,                0.98323,                0.89995,                0.46361,                0.22834,                0.84677,              0.0028027,              0.0028027,              0.0028027
                    132,                0.49335,                0.30263,                0.89682,                0.97497,                 0.9679,                0.98225,                0.90608,                0.46244,                  0.226,                0.84373,              0.0027337,              0.0027337,              0.0027337
                    133,                0.48443,                0.30136,                0.89929,                0.97532,                0.96878,                0.97803,                0.88526,                 0.4677,                0.23243,                0.84498,              0.0026653,              0.0026653,              0.0026653
                    134,                0.50457,                0.29793,                0.90332,                0.98328,                0.95826,                0.97809,                0.88989,                  0.463,                0.22643,                0.84095,              0.0025975,              0.0025975,              0.0025975
                    135,                0.47594,                0.28694,                0.89212,                0.97367,                0.97069,                 0.9808,                0.89973,                0.45922,                0.21402,                0.83682,              0.0025302,              0.0025302,              0.0025302
                    136,                0.48272,                0.30577,                0.89784,                0.97622,                0.96616,                0.98061,                0.89316,                0.45502,                0.21486,                0.83532,              0.0024636,              0.0024636,              0.0024636
                    137,                0.47049,                0.29858,                0.89888,                 0.9757,                0.97067,                0.98192,                0.88359,                0.47163,                0.21913,                0.84059,              0.0023977,              0.0023977,              0.0023977
                    138,                0.48821,                0.29191,                0.89723,                0.98131,                0.96567,                0.98266,                0.88625,                0.47613,                0.21838,                0.84787,              0.0023323,              0.0023323,              0.0023323
                    139,                0.48186,                0.28699,                0.89515,                0.98148,                0.96703,                  0.983,                0.87814,                0.48486,                0.21428,                0.85044,              0.0022677,              0.0022677,              0.0022677
                    140,                0.47841,                0.28999,                0.88715,                0.98021,                0.96986,                0.98305,                0.89434,                0.47382,                0.19716,                0.84699,              0.0022037,              0.0022037,              0.0022037
                    141,                0.48924,                0.29351,                0.89706,                 0.9776,                0.95703,                0.98158,                0.90263,                0.45931,                0.20066,                0.83807,              0.0021405,              0.0021405,              0.0021405
