

WARNING ⚠️ inference results will accumulate in RAM unless `stream=True` is passed, causing potential out-of-memory
video 1/1 (frame 190/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 191/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 192/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 193/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 194/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 195/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 196/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 197/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 198/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 199/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 200/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 201/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 202/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 203/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 204/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 205/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 206/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 207/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 208/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 209/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 210/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 211/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 212/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.4ms
video 1/1 (frame 213/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 214/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 215/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 216/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 217/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 218/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 219/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 220/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 221/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 222/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 223/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 224/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 225/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 226/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 227/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 228/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 229/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 230/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 231/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 232/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 233/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 234/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 235/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 236/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 237/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 238/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 239/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 240/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 241/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 242/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 243/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 244/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 245/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 246/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 247/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 248/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 249/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 250/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 251/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 252/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 253/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 254/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 255/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 256/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 257/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 258/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 259/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 260/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 261/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 262/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 263/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 264/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 265/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 266/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 267/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 268/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 269/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 270/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 271/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 272/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 273/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 274/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 275/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 276/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 277/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 278/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 279/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.4ms
video 1/1 (frame 280/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 281/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 282/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 283/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 284/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 285/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 286/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 287/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 288/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 289/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 290/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 291/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 292/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 293/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 294/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 295/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 296/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 297/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 298/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 299/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 300/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.4ms
video 1/1 (frame 301/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 302/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 303/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 304/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.4ms
video 1/1 (frame 305/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 306/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.4ms
video 1/1 (frame 307/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.4ms
video 1/1 (frame 308/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.4ms
video 1/1 (frame 309/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 310/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 311/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 312/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 313/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.4ms
video 1/1 (frame 314/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 315/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.4ms
video 1/1 (frame 316/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 317/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 318/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 319/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 320/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 321/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.4ms
video 1/1 (frame 322/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 323/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 324/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 325/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 326/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 327/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.4ms
video 1/1 (frame 328/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.4ms
video 1/1 (frame 329/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 330/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 331/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 332/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 333/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 334/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 335/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 336/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 337/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 338/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 339/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 340/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 341/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 342/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 343/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.7ms
video 1/1 (frame 344/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 345/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 346/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 347/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 348/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 349/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 350/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 351/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 352/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 353/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 354/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 355/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 356/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 357/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 358/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 359/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 360/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 361/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 362/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 363/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 364/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 365/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 366/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 367/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 368/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 369/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 370/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 371/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 1 Well lost, 7.3ms
video 1/1 (frame 372/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.6ms
video 1/1 (frame 373/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 374/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 375/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 376/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 377/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
